period_info,name,party,district
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μάνος Στέφανος Αλεξάνδρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Βουλγαράκης Γεώργιος Αποστόλου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μπενάκη - Ψαρούδα Άννα Ευαγγέλου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παπαδόγγονας Αλέξανδρος Διονυσίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Ζαφειρόπουλος Επαμεινώνδας Μιχαήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κωνσταντόπουλος Νικόλαος Ανδρέα,ΣΥΝΑΣΠΙΣΜΟΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Αράπη - Καραγιάννη Βασιλική Σωτηρίου,ΔΗ.Κ.ΚΙ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Αγγουράκης Χαράλαμπος Γεωργίου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κοντού Μάρω Ανδρέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Ρουσόπουλος  Θεόδωρος (Θόδωρος) Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β1' ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σημίτης Κώστας Γεωργίου,ΠΑ.ΣΟ.Κ.,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μπεντενιώτης Εμμανουήλ Ανάργυρου,ΠΑ.ΣΟ.Κ.,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σουμάκης Σταύρος Αριστείδη,ΠΑ.ΣΟ.Κ.,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μελάς Παναγιώτης Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μιχαλολιάκος Βασίλειος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Καλός Γεώργιος Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Αλφιέρη Στυλιανή (Στέλλα) Αντωνίου,ΣΥΝΑΣΠΙΣΜΟΣ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Λαλιώτης Κωνσταντίνος Γεωργίου,ΠΑ.ΣΟ.Κ.,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Νιώτης Γρηγόριος Δημητρίου,ΠΑ.ΣΟ.Κ.,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Διαμαντίδης Ιωάννης Δημητρίου,ΠΑ.ΣΟ.Κ.,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κρητικός Παναγιώτης Νικολάου,ΠΑ.ΣΟ.Κ.,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Καψής Γιάννης Παντελή,ΠΑ.ΣΟ.Κ.,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Λάλος Κανέλλος Ιωάννη,ΠΑ.ΣΟ.Κ.,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Αράπης Ιωάννης Αναστασίου,ΔΗ.Κ.ΚΙ.,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Νεράντζης Αναστάσιος Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Πάγκαλος Θεόδωρος Γεωργίου,ΠΑ.ΣΟ.Κ.,ΑΤΤΙΚΗΣ (υπόλοιπο)
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Βρεττός Κωνσταντίνος (Ντίνος) Σπυρίδωνος,ΠΑ.ΣΟ.Κ.,ΑΤΤΙΚΗΣ (υπόλοιπο)
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παπαηλίας Ηλίας Νικολάου,ΠΑ.ΣΟ.Κ.,ΑΤΤΙΚΗΣ (υπόλοιπο)
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Γιαννάκης Ιωάννης Επαμεινώνδα,ΠΑ.ΣΟ.Κ.,ΑΤΤΙΚΗΣ (υπόλοιπο)
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Φωτιάδης Παναγιώτης Γεωργίου,ΠΑ.ΣΟ.Κ.,ΑΤΤΙΚΗΣ (υπόλοιπο)
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κατσίκης Θεόδωρος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΤΤΙΚΗΣ (υπόλοιπο)
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σταύρου Απόστολος Ευαγγέλου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΤΤΙΚΗΣ (υπόλοιπο)
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Καρατάσος Γεώργιος Παναγιώτη,ΔΗ.Κ.ΚΙ.,ΑΤΤΙΚΗΣ (υπόλοιπο)
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κουρής Λεωνίδας Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΤΤΙΚΗΣ (υπόλοιπο)
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σαλμάς Μάριος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κουρουμπλής Παναγιώτης Ελευθερίου,ΠΑ.ΣΟ.Κ.,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σμυρλής - Λιακατάς Χρήστος Ανδρέα,ΠΑ.ΣΟ.Κ.,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μαγγίνας Βασίλειος Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Καραγκούνης Ανδρέας Βελισάριου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Αλεξόπουλος Γεώργιος Λάμπρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Καρακώστας Ιωάννης Μιχαήλ,ΔΗ.Κ.ΚΙ.,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Ροκόφυλλος Χρήστος Κωνσταντίνου,ΠΑ.ΣΟ.Κ.,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παπαλέξης Κωνσταντίνος Γρηγορίου,ΠΑ.ΣΟ.Κ.,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Θωμόπουλος Ιωάννης Πέτρου,ΠΑ.ΣΟ.Κ.,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σωτηρόπουλος Βασίλειος Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παπαδημητρίου Ελισάβετ (Έλσα) Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Ρέππας Δημήτριος Παναγιώτη,ΠΑ.ΣΟ.Κ.,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σπυρόπουλος Ροβέρτος Αποστόλου,ΠΑ.ΣΟ.Κ.,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Τατούλης Πέτρος Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κωστόπουλος Δημήτριος Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κολιοπάνος Θεόδωρος Ιωάννη,ΠΑ.ΣΟ.Κ.,ΑΡΤΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κοσσυβάκης Δημήτριος Γεωργίου,ΠΑ.ΣΟ.Κ.,ΑΡΤΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κονταξής Αθανάσιος Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΤΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Φούρας Ανδρέας Αθανασίου,ΠΑ.ΣΟ.Κ.,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Γεωργόπουλος Δημήτριος Αθανασίου,ΠΑ.ΣΟ.Κ.,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κατσικόπουλος Δημήτριος Αθανασίου,ΠΑ.ΣΟ.Κ.,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κουτσόγιωργας Δημήτριος Αγαμέμνωνα,ΠΑ.ΣΟ.Κ.,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Χρυσανθακόπουλος Αλέξανδρος Χρήστου,ΠΑ.ΣΟ.Κ.,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σπηλιόπουλος Κωνσταντίνος Γεωργίου,ΠΑ.ΣΟ.Κ.,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σπηλιωτόπουλος Σπήλιος Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Νικολόπουλος Νικόλαος Ιωάννου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Τσαφούλιας Γεώργιος Ανδρέα,ΔΗ.Κ.ΚΙ.,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Αποστολίδης Λουκάς Θωμά,ΠΑ.ΣΟ.Κ.,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Ακριβάκης Αλέξανδρος Δημητρίου,ΠΑ.ΣΟ.Κ.,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κατσιμπάρδης Γεώργιος Κωνσταντίνου,ΠΑ.ΣΟ.Κ.,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μπασιάκος Ευάγγελος Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κωνσταντινίδης Ιωάννης Γεωργίου,ΠΑ.ΣΟ.Κ.,ΓΡΕΒΕΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σαατσόγλου Ανέστης Ιακώβου,ΠΑ.ΣΟ.Κ.,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παπαδόπουλος Σταύρος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Δαμιανός Θεόδωρος Κλεάνθη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σκανδαλίδης Κωνσταντίνος Γεωργίου,ΠΑ.ΣΟ.Κ.,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σφυρίου Κοσμάς Προδρόμου,ΠΑ.ΣΟ.Κ.,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παπανικόλας Βασίλειος Νικηφόρου,ΠΑ.ΣΟ.Κ.,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Καραμάριος Αναστάσιος Εμμανουήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Ζαμπουνίδης Νικόλαος Δημητρίου,ΠΑ.ΣΟ.Κ.,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κηπουρός Χρήστος Γεωργίου,ΠΑ.ΣΟ.Κ.,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Λυμπερακίδης Λεωνίδας Γρηγορίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Δημοσχάκης Θεοφάνης Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Καλαμακίδης Ιωάννης Ιορδάνη,ΠΑ.ΣΟ.Κ.,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Θεοδώρου Χρήστος Αλεξάνδρου,ΠΑ.ΣΟ.Κ.,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κεδίκογλου Βασίλειος Συμεών,ΠΑ.ΣΟ.Κ.,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Πιπεργιάς Δημήτριος Παντελή,ΠΑ.ΣΟ.Κ.,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παπαγεωργόπουλος Ελευθέριος Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Αποστόλου Ευάγγελος Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παναγιωτόπουλος Αθανάσιος Θεοδώρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΥΡΥΤΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παπαδάτος Ιωάννης Διονυσίου,ΠΑ.ΣΟ.Κ.,ΖΑΚΥΝΘΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Γεωργακόπουλος Δημήτριος Χρήστου,ΠΑ.ΣΟ.Κ.,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σκουλαρίκης Ιωάννης Παναγιώτη,ΠΑ.ΣΟ.Κ.,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Ζαφειρόπουλος Ιωάννης Γεωργίου,ΠΑ.ΣΟ.Κ.,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Πετραλιάς Αυγερινός Αντωνίου,ΠΑ.ΣΟ.Κ.,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κορκολόπουλος Βασίλειος Διονυσίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κοντογιαννόπουλος Βασίλειος Νικολάου,ΠΑ.ΣΟ.Κ.,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Χρυσοχοΐδης Μιχαήλ  Βασιλείου,ΠΑ.ΣΟ.Κ.,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Γικόνογλου Μόσχος Χαραλάμπους,ΠΑ.ΣΟ.Κ.,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μπόσκου Μαρία Σπυρίδωνα,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Χατζηϊωαννίδης Βασίλειος Λαζάρου,ΠΑ.ΣΟ.Κ.,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κουράκης Ιωάννης Αντωνίου,ΠΑ.ΣΟ.Κ.,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Φραγκιαδουλάκης Εμμανουήλ Γεωργίου,ΠΑ.ΣΟ.Κ.,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σαρρής Δημήτριος Κωνσταντίνου,ΠΑ.ΣΟ.Κ.,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Σταυρακάκης Μηνάς Κωνσταντίνου,ΠΑ.ΣΟ.Κ.,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Αποστολάκης Δημήτριος Εμμανουήλ,ΠΑ.ΣΟ.Κ.,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κεφαλογιάννης Εμμανουήλ Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Δανέλλης Σπυρίδων Αθανασίου,ΣΥΝΑΣΠΙΣΜΟΣ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μπαντουβάς Κωνσταντίνος Ιωάννη,ΑΝΕΞΑΡΤΗΤΟΙ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παπαδόπουλος Αλέξανδρος (Αλέκος) Κωνσταντίνου,ΠΑ.ΣΟ.Κ.,ΘΕΣΠΡΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Βεζδρεβάνης Ηλίας Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΘΕΣΠΡΩΤΙΑΣ
